,listing_id,id,date,reviewer_id,reviewer_name,comments,sentiment,duration
784,256459,13599477.0,2014-06-01,4484817.0,Valter,say really enjoyed stay truls k house unfortunately k norway truls nice norwegian man pleasure chat house well located along oslo fjord one enjoy beautiful scenery landscape bus stop main door house clean well equipped nice garden dock people sunbathe sunny day truls witty well educated man gives useful info visit oslo surrounding felix cat also sweet say strongly recommend accommodation thinking spending couple days oslo hope see truls house soon,0.9896,couple days
797,256459,16564490.0,2014-07-29,17259418.0,Michael,three us stayed truls one night k away br br although met briefly truls made us feel welcome excellent host suite short bus ride away train station along side fjord enjoyable stay rooms comfortable free coffee appreciated fortunate enough swim fjord beautiful oslo summer well awesome experience br br thanks much letting us stay,0.9876,summer
802,256459,18705482.0,2014-08-31,8019058.0,Joerg,real simple one outstanding br stayed kare truls one week absolutely fantastic rooms nice cosy balcony perfect look oslofjord nearly guarenteed spectacluar sunset every evening br see truls mutch kare perfect host always careing willing help need one may sightseeing shopping tips whatever breakfast also must least br come back oslo definitely stay,0.9743,one week
803,256459,19034075.0,2014-09-05,16716907.0,Paola,first experience airbnb better truls k amazing kind pleasent people great conversation breakfast 3 times could find timing good breakfast huge traditional norvegian place amazing front fjord 10 minutes city center better experience think back one day,0.9779,one day
805,256459,19467439.0,2014-09-13,1864024.0,Peter,never felt home thast fast felt beeing guest k truls lovely home started already long time entering plane perfect information estate public transfers etc received facilities location perfect amazing hospitality cheerfulness k truls made days perfect stay oslo including swimming fjord definitively last stay hope see next year,0.9769,days
809,256459,20736445.0,2014-10-05,1622397.0,Kai-Ingela,truls k great hosts house beautiful fantastic views lakes room felt home immediately getting oslo city center easy takes 15minutes bus definately come back summer recommend place everyone want stay oslo,0.9538,15minutes
814,256459,22645817.0,2014-11-11,20673335.0,Ambre,sejour parfait gr ce deux super h tes k truls nous tr bien accueillis et ont tous fait pour notre jour soit des plus agr able tr belle prestation que je recommande fortement et nous retournons lors une prochaine visite oslo br br perfect week end thanks k truls perfect house really charming clean confortable definitly choose location next visit oslo,0.9693,week
816,256459,23262253.0,2014-11-26,16893477.0,Danielle,reservation canceled 21 days arrival automated posting,0.0,21 days
821,256459,25319068.0,2015-01-12,6701440.0,Daniel,fantastic winters break k truls suite hesitate booking travel oslo super easy quick bus stop outside front door house comfortable want human touch breakfast k truls really nice people help make oslo views breathtaking hot water lasts forever,0.9626,winters
822,256459,25598288.0,2015-01-20,8582595.0,Sarah,un logement avec une view unique le balcon donne sur un fjord une r lle invitation prendre du bon temps et visiter les alentours l appartement est confortable propre spacieux et tr bien isol nous tions en plein hiver les quipements offerts conviennent parfaitement br nos h tes taient un accueil tr chaleureux nous avons us toutes les informations n cessaires avant arriver et une fois sur place le lendemain nous avons pris un petit dej de champion pour commencer notre jour agr ment de discussions agr ables et de conseils avis br nous recommandons vivement un jour dans l un des h bergements propos par k truls br br br amazing wiew balcony front fjord journey real invitation rest take time appartement clean comfortable well isolated winter equipments perfect 3 4 days journey br received warm welcome hosts received information coming next day great breakfast appreciate discussion advise br recommand trip one k truls accommodations br,0.9816,winter
851,256459,35934299.0,2015-06-23,7407233.0,Andi,place basically jewel br nice place k truls nice people glad stay place br gave us good sightseeing tips well br really special place especially summer place br,0.9524,summer
856,256459,39348892.0,2015-07-22,6648663.0,Henk,k truls friendly hosts fjord seaside property upper floor apartment stayed separate beachhouse directly water may visit one day future br balcony nice view fjord asked prepare turned excellent breakfast freshly baked rolls departure br k truls allowed son use kayak communication swift easy,0.9246,one day
885,256459,136761038.0,2017-03-12,104785154.0,Lacey,kare truls fantastic hosts absolutely outstandingly beautiful home mind blowing views even let us relax hour two one evening super helpful informative welcoming 100000 would come recommend everyone,0.9712,100000
888,256459,155444990.0,2017-05-28,96121922.0,Jacqueline (Yuan Yuan),place beautiful clean baloney view wish planned stay days nothing better beautiful breakfast gorgeous view water cute fluffy kitten sitting side br br used airbnb travelled thailand sweden iceland finland norway course country china far well organized considerable welcoming fast responding landlord met,0.9712,days
917,256459,340481044.0,2018-10-24,141333248.0,Dan,best air bnb experience far amazing views great balcony clean cosy well serviced apartment k truls really friendly great hosts highly recommend getting early starting day swimming water part daily routine cheers guys,0.984,daily
924,256459,355899068.0,2018-12-06,228950810.0,Giuseppe,wonderful days br beautiful hospitality amazing fjord view super clean peacefully 2 steps bus stop 10 min city center n 83 br 100 sure come back,0.9702,days
927,256459,404272829.0,2019-01-23,80625835.0,Tom,place situated edge fjord panorama view lots water sky fabulous sunsets appartment spacious nicely furnished possibilities make coffe espresso machine prepare light meals microwave oven desk perfect work plenty comfortable furniture relax 9 km city centre rarely traffic bus leaves frequently takes 15 minutes weekly pass cost nok 245 unlimited travel within oslo hosts best everything make stay comfortable far best air b b stayed,0.9816,weekly
936,256459,463307499.0,2019-06-03,149101507.0,Meike,amazing flat stunning views oslo fjord great helpful hosts cared us perfectly expect new towls coffee capsules every day bus stop conveniently located right outside door takes town train station opera town hall within 15 min,0.959,every day
